-6	-0.16	-25	 -0.00
-6	-0.10	-24	 -59.99
-6	-0.04	-24	 -59.98
-6	-29.93	-25	 -0.00
-6	-29.86	-24	 -59.99
-6	-29.92	-25	 -0.02
-6	-59.93	-25	 -0.25
-6	-59.93	-25	 -0.26
-6	-59.76	-25	 -0.60
-7	-29.93	-25	 -0.07
-7	-29.98	-25	 -0.00
-7	-29.99	-25	 -0.01
-7	-59.94	-24	 -59.95
-7	-59.94	-24	 -59.95
-7	-59.94	-24	 -59.96
-8	-30.05	-25	 -0.01
-8	-29.99	-25	 -0.00
-8	-29.99	-25	 -0.00
-8	-59.85	-25	 -0.24
-8	-59.95	-25	 -0.00
-9	-0.01	-25	 -0.01
-9	-29.96	-25	 -0.01
-9	-30.04	-24	 -59.81
-9	-30.03	-24	 -59.81
-10	-0.00	-25	 -0.00
-10	-0.02	-25	 -0.01
-10	-0.05	-25	 -0.02
-10	-29.99	-24	 -59.99
-10	-29.99	-24	 -59.99
-10	-30.01	-25	 -0.02
-10	-59.99	-25	 -0.00
-10	-59.94	-24	 -59.99
-11	-0.02	-25	 -0.03
-11	-30.00	-24	 -59.99
-11	-29.99	-24	 -59.99
-11	-29.95	-24	 -59.99
-11	-59.97	-24	 -59.99
-11	-59.91	-24	 -59.99
-11	-59.84	-24	 -59.98
-12	-30.03	-25	 -0.01
-12	-30.03	-25	 -0.01
-12	-29.96	-25	 -0.00
-12	-59.99	-24	 -59.98
-12	-59.95	-24	 -59.98
-13	-0.00	-25	 -0.02
-13	-30.02	-25	 -0.02
-13	-30.00	-25	 -0.02
-13	-29.99	-25	 -0.02
-14	-0.02	-25	 -0.01
-14	-0.01	-25	 -0.01
-14	-0.00	-25	 -0.00
-14	-30.04	-25	 -0.05
-14	-30.03	-25	 -0.05
-14	-30.14	-25	 -0.04
-14	-59.98	-24	 -59.93
-15	-0.00	-25	 -0.01
-15	-0.01	-25	 -0.02
-15	-30.05	-25	 -0.00
-15	-29.96	-24	 -59.99
-15	-29.97	-25	 -0.01
-16	-0.02	-25	 -0.08
-16	-0.03	-25	 -0.09
-16	-0.03	-25	 -0.12
-16	-30.02	-24	 -59.99
-16	-30.02	-25	 -0.00
-16	-30.00	-25	 -0.01
-16	-59.99	-24	 -59.93
-17	-0.00	-25	 -0.00
-16	-59.97	-25	 -0.00
-17	-30.03	-25	 -0.01
-17	-30.14	-25	 -0.00
-17	-30.03	-25	 -0.03
-18	-0.02	-25	 -0.00
-18	-0.02	-25	 -0.00
-18	-0.00	-25	 -0.01
-18	-30.04	-25	 -0.00
-18	-30.01	-25	 -0.00
-18	-29.98	-25	 -0.01
-19	-0.01	-25	 -0.05
-18	-59.84	-25	 -0.10
-18	-59.86	-25	 -0.11
-19	-30.02	-25	 -0.00
-19	-30.03	-25	 -0.00
-19	-29.99	-25	 -0.01
-20	-0.11	-24	 -59.80
-19	-59.97	-24	 -59.87
-19	-59.87	-25	 -0.10
-20	-30.00	-24	 -59.99
-20	-30.01	-25	 -0.00
-20	-29.99	-25	 -0.01
-21	-0.08	-25	 -0.03
-21	-0.11	-25	 -0.25
-21	-0.12	-25	 -0.24
-21	-30.05	-25	 -0.00
-21	-30.03	-25	 -0.01
-21	-30.07	-25	 -0.01
-22	-0.01	-25	 -0.00
-21	-59.99	-25	 -0.01
-21	-59.96	-24	 -59.98
-22	-29.98	-24	 -59.98
-22	-30.00	-24	 -59.99
-22	-29.93	-24	 -59.95
-22	-59.93	-25	 -0.12
-22	-59.96	-24	 -59.98
-23	-0.00	-25	 -0.00
-23	-30.02	-25	 -0.01
-23	-30.01	-25	 -0.01
-23	-29.99	-25	 -0.01
-24	-0.03	-25	 -0.02
-23	-59.99	-25	 -0.01
-23	-59.92	-24	 -59.99
-24	-30.04	-25	 -0.02
-24	-30.00	-25	 -0.00
-24	-29.99	-25	 -0.00
-25	-0.04	-24	 -59.89
-25	-0.03	-25	 -0.02
-24	-59.98	-25	 -0.00
-25	-29.95	-24	 -59.99
-25	-29.76	-25	 -0.28
-25	-29.76	-25	 -0.31
-26	-0.06	-25	 -0.53
-26	-0.01	-25	 -0.01
-26	-0.00	-25	 -0.00
-26	-30.04	-25	 -0.07
-26	-30.07	-25	 -0.08
-26	-29.93	-25	 -0.16
-27	-0.05	-25	 -0.02
-26	-59.99	-25	 -0.01
-27	-0.00	-25	 -0.09
-27	-30.04	-24	 -59.99
-27	-30.04	-25	 -0.30
-27	-29.90	-25	 -0.23
-27	-59.99	-25	 -0.00
-28	-0.00	-25	 -0.01
-28	-0.05	-25	 -0.03
-28	-30.03	-25	 -0.06
-28	-30.03	-25	 -0.12
-28	-29.90	-25	 -0.00
-28	-59.98	-24	 -59.98
-28	-59.96	-25	 -0.11
-29	-0.04	-25	 -0.11
-29	-29.99	-25	 -0.08
-29	-30.02	-25	 -0.00
-29	-30.01	-25	 -0.00
-30	-0.02	-24	 -59.84
-30	-0.01	-24	 -59.85
-30	-0.01	-24	 -59.85
-30	-29.99	-25	 -0.03
-30	-30.02	-24	 -59.98
-30	-30.00	-25	 -0.07
-31	-0.10	-24	 -59.97
-31	-0.20	-25	 -0.03
-31	-0.21	-25	 -0.00
-31	-29.97	-24	 -59.97
-31	-30.02	-25	 -0.02
-31	-30.12	-25	 -0.13
-31	-59.94	-25	 -0.03
-32	-0.03	-25	 -0.01
-31	-59.99	-25	 -0.01
-32	-30.01	-24	 -59.99
-32	-30.02	-24	 -59.97
-32	-30.02	-24	 -59.93
-33	-0.01	-24	 -59.99
-33	-0.01	-25	 -0.00
-32	-59.97	-24	 -59.85
-33	-29.88	-24	 -59.87
-33	-29.81	-24	 -59.91
-33	-29.80	-24	 -59.91
-34	-0.00	-24	 -59.99
-34	-0.01	-25	 -0.03
-33	-59.98	-24	 -59.91
-34	-29.97	-24	 -59.95
-34	-29.98	-24	 -59.96
-34	-30.08	-25	 -0.06
-34	-59.87	-25	 -0.00
-34	-59.86	-24	 -59.99
-34	-59.95	-25	 -0.04
-35	-30.00	-24	 -59.94
-35	-29.99	-25	 -0.00
-35	-29.99	-25	 -0.05
-36	-0.00	-25	 -18.04
-36	-0.00	-25	 -18.01
-35	-59.99	-25	 -17.96
-36	-29.95	-25	 -35.99
-36	-29.99	-25	 -36.01
-36	-29.99	-25	 -35.97
-36	-59.97	-25	 -53.95
-36	-59.96	-25	 -53.96
-36	-59.98	-25	 -53.94
-37	-29.99	-26	 -11.99
-37	-29.96	-26	 -12.02
-37	-30.08	-26	 -11.89
-37	-59.89	-26	 -26.43
-38	-0.00	-26	 -26.32
-37	-59.99	-26	 -26.33
-38	-29.93	-26	 -52.02
-38	-29.92	-26	 -52.02
-38	-29.87	-26	 -52.07
-38	-59.86	-27	 -9.92
-38	-59.68	-27	 -9.67
-38	-59.74	-27	 -9.59
-39	-29.99	-27	 -29.08
-39	-30.01	-27	 -29.09
-39	-30.05	-27	 -29.10
-39	-59.93	-27	 -48.00
-39	-59.91	-27	 -48.01
-39	-59.98	-27	 -47.97
-40	-29.99	-28	 -6.06
-40	-29.98	-28	 -6.04
-40	-29.96	-28	 -5.97
-41	-0.83	-28	 -24.43
-41	-0.71	-28	 -24.29
-41	-0.22	-28	 -24.74
-41	-29.93	-28	 -42.91
-41	-30.02	-28	 -42.94
-41	-30.13	-28	 -42.81
-42	-0.01	-29	 -1.97
-41	-59.99	-29	 -1.97
-42	-0.16	-29	 -1.89
-42	-29.94	-29	 -20.88
-42	-30.03	-29	 -20.84
-42	-30.03	-29	 -20.84
-42	-59.98	-29	 -38.86
-43	-0.26	-29	 -38.66
-43	-0.58	-29	 -38.40
-43	-29.96	-29	 -57.82
-43	-29.98	-29	 -57.80
-43	-29.98	-29	 -57.79
-43	-59.97	-30	 -15.91
-44	-0.09	-30	 -15.82
-44	-0.31	-30	 -15.75
-44	-29.97	-30	 -35.01
-44	-30.00	-30	 -34.99
-44	-30.16	-30	 -35.21
-45	-0.06	-30	 -54.18
-45	-0.00	-30	 -54.25
-44	-59.88	-30	 -54.25
-45	-29.95	-31	 -11.91
-45	-29.47	-31	 -11.12
-45	-28.83	-31	 -9.92
-46	-0.00	-31	 -30.80
-45	-59.95	-31	 -30.78
-45	-59.69	-31	 -30.85
-46	-30.13	-31	 -48.66
-46	-29.92	-31	 -48.47
-46	-29.59	-31	 -48.28
-46	-59.95	-32	 -8.58
-46	-59.96	-32	 -7.44
-47	-0.08	-32	 -6.19
-47	-29.88	-32	 -28.07
-47	-30.50	-32	 -27.44
-47	-32.26	-32	 -25.60
-48	-0.13	-32	 -45.07
-48	-0.42	-32	 -46.60
-48	-0.44	-32	 -48.03
-48	-30.17	-33	 -3.41
-48	-30.20	-33	 -4.03
-48	-30.11	-33	 -5.22
